STRUCTURE,STRUCTURE_ID,freq,unit,age,agechild,resid,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BE,2015,103,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BE,2016,105,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BE,2017,123,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BE,2018,117,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BE,2019,119,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BE,2020,93,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2011,118,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2012,126,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2013,101,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2014,91,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2015,103,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2016,111,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2017,80,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2018,96,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2019,63,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2020,68,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,BG,2021,62,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2011,47,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2012,37,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2013,46,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2014,39,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2015,51,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2016,43,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2017,44,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2018,45,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2019,59,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2020,35,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CH,2021,57,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2011,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2012,7,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2013,7,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2014,10,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2015,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2016,11,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2017,6,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2018,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2019,7,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2020,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CY,2021,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2011,68,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2012,102,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2013,86,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2014,82,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2015,72,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2016,91,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2017,87,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2018,78,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2019,92,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2020,99,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,CZ,2021,90,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2011,47,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2012,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2013,30,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2014,44,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2015,33,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2016,35,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2017,37,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2018,37,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2019,33,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,DK,2020,40,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2011,10,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2012,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2013,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2014,11,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2015,12,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2016,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2017,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2018,6,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2019,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EE,2020,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2011,70,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2012,62,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2013,55,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2014,61,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2015,60,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2016,64,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2017,51,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2018,48,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2019,56,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,EL,2020,54,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2011,214,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2012,191,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2013,211,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2014,189,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2015,154,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2016,175,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2017,159,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2018,139,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2019,149,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2020,127,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,ES,2021,107,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2011,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2012,28,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2013,35,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2014,35,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2015,23,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2016,25,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2017,21,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2018,23,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2019,21,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2020,22,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FI,2021,20,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FR,2013,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FR,2014,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FR,2015,981,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FR,2016,940,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FR,2017,914,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FR,2018,879,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FR,2019,881,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FR,2020,845,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FX,2013,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FX,2014,0,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FX,2015,964,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FX,2016,878,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FX,2017,855,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FX,2018,829,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FX,2019,803,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,FX,2020,780,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2011,29,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2012,36,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2013,26,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2014,34,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2015,27,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2016,35,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2017,25,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2018,26,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2019,26,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HR,2020,27,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2011,56,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2012,63,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2013,68,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2014,72,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2015,77,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2016,74,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2017,86,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2018,85,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2019,74,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2020,81,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,HU,2021,92,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2011,24,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2012,18,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2013,31,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2014,20,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2015,23,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2016,13,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2017,12,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2018,12,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2019,10,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IE,2020,10,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2011,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2012,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2013,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2014,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2015,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2016,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2017,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2018,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2019,4,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IS,2020,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IT,2016,225,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IT,2017,217,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IT,2018,183,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IT,2019,162,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,IT,2020,175,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LU,2015,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LU,2016,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2011,35,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2012,33,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2013,29,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2014,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2015,24,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2016,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2017,36,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2018,24,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2019,19,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2020,20,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,LV,2021,18,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,MT,2012,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,MT,2013,4,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,MT,2014,5,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,MT,2015,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,MT,2016,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,MT,2017,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,MT,2018,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,MT,2019,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,MT,2020,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2011,103,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2012,103,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2013,114,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2014,106,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2015,95,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2016,126,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2017,86,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2018,98,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2019,105,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2020,99,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NL,2021,106,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NO,2013,40,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NO,2014,50,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NO,2015,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NO,2016,43,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NO,2017,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NO,2018,30,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NO,2019,24,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,NO,2020,23,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2011,329,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2012,365,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2013,278,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2014,251,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2015,0,e
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2016,0,e
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2018,243,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2019,210,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2020,211,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PL,2021,231,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2011,52,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2012,41,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2013,32,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2014,33,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2015,39,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2016,42,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2017,38,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2018,40,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2019,50,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,PT,2020,51,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,RO,2011,202,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,RO,2012,191,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,RO,2013,185,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,RO,2014,,c
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,RO,2015,193,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,RO,2016,165,
dataflow,ESTAT:HLTH_CD_APERRO(1.0),A,NR,Y25-29,LFD2,TOT_IN,RO,2017,171,
