STRUCTURE,STRUCTURE_ID,freq,frequenc,sex,age,isced97,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,BG,2008,60.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,CY,2008,55.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,CZ,2008,47.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,EL,2008,44.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,ES,2008,61.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,HU,2008,68.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,LV,2008,52.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,MT,2008,57.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,RO,2008,65.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,SI,2008,63.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED3_4,SK,2008,58.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,BE,2008,33.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,BG,2008,68.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,CY,2008,48.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,CZ,2008,32.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,EL,2008,39.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,ES,2008,50.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,HU,2008,61.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,LV,2008,57.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,MT,2008,42.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,RO,2008,70.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,SI,2008,43.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,ED5_6,SK,2008,56.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,BE,2008,43.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,BG,2008,63.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,CY,2008,53.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,CZ,2008,44.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,EL,2008,43.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,ES,2008,58.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,HU,2008,66.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,LV,2008,55.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,MT,2008,53.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,RO,2008,66.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,SI,2008,58.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y25-34,TOTAL,SK,2008,57.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,BE,2008,53.8,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,BG,2008,60.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,CY,2008,61.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,EL,2008,45.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,ES,2008,60.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,HU,2008,65.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,LV,2008,52.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,MT,2008,66.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,RO,2008,60.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED0-2,SI,2008,63.3,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,BE,2008,44.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,BG,2008,52.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,CY,2008,61.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,CZ,2008,43.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,EL,2008,50.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,ES,2008,57.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,HU,2008,62.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,LV,2008,54.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,MT,2008,57.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,RO,2008,60.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,SI,2008,54.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED3_4,SK,2008,52.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,BE,2008,32.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,BG,2008,61.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,CY,2008,56.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,CZ,2008,22.2,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,EL,2008,42.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,ES,2008,47.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,HU,2008,59.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,LV,2008,60.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,MT,2008,48.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,RO,2008,61.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,SI,2008,55.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,ED5_6,SK,2008,55.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,BE,2008,40.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,BG,2008,55.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,CY,2008,60.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,CZ,2008,41.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,EL,2008,46.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,ES,2008,55.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,HU,2008,61.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,LV,2008,56.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,MT,2008,56.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,RO,2008,60.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,SI,2008,56.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y35-44,TOTAL,SK,2008,53.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,BE,2008,44.1,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,BG,2008,53.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,CY,2008,63.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,CZ,2008,44.4,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,EL,2008,58.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,ES,2008,58.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,HU,2008,73.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,LV,2008,51.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,MT,2008,74.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,RO,2008,66.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,SI,2008,73.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED0-2,SK,2008,75.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,BE,2008,35.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,BG,2008,53.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,CY,2008,59.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,CZ,2008,37.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,EL,2008,52.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,ES,2008,48.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,HU,2008,57.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,LV,2008,64.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,MT,2008,57.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,RO,2008,59.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,SI,2008,52.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED3_4,SK,2008,57.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,BE,2008,22.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,BG,2008,50.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,CY,2008,56.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,CZ,2008,9.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,EL,2008,42.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,ES,2008,41.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,HU,2008,47.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,LV,2008,58.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,MT,2008,37.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,RO,2008,66.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,SI,2008,47.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,ED5_6,SK,2008,50.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,BE,2008,33.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,BG,2008,52.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,CY,2008,60.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,CZ,2008,35.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,EL,2008,51.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,ES,2008,51.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,HU,2008,58.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,LV,2008,61.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,MT,2008,60.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,RO,2008,61.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,SI,2008,56.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y45-54,TOTAL,SK,2008,56.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,BE,2008,37.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,BG,2008,65.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,CY,2008,67.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,CZ,2008,60.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,EL,2008,60.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,ES,2008,61.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,HU,2008,70.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,LV,2008,62.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,MT,2008,72.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,RO,2008,71.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,SI,2008,70.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED0-2,SK,2008,71.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,BE,2008,35.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,BG,2008,60.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,CY,2008,55.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,CZ,2008,44.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,EL,2008,47.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,ES,2008,46.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,HU,2008,56.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,LV,2008,70.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,MT,2008,64.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,RO,2008,63.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,SI,2008,49.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED3_4,SK,2008,60.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,BE,2008,21.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,BG,2008,63.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,CY,2008,46.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,CZ,2008,31.0,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,EL,2008,43.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,ES,2008,41.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,HU,2008,44.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,LV,2008,69.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,MT,2008,31.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,RO,2008,64.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,SI,2008,38.5,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,ED5_6,SK,2008,57.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,BE,2008,32.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,BG,2008,62.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,CY,2008,61.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,CZ,2008,44.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,EL,2008,54.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,ES,2008,55.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,HU,2008,57.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,LV,2008,68.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,MT,2008,66.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,RO,2008,66.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,SI,2008,54.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y55-64,TOTAL,SK,2008,61.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,BE,2008,50.6,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,BG,2008,75.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,CY,2008,70.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,CZ,2008,66.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,EL,2008,64.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,ES,2008,68.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,HU,2008,74.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,LV,2008,84.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,MT,2008,76.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,RO,2008,73.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,SI,2008,73.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED0-2,SK,2008,84.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,BE,2008,32.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,BG,2008,70.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,CY,2008,55.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,CZ,2008,50.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,EL,2008,62.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,ES,2008,48.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,HU,2008,58.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,LV,2008,82.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,MT,2008,59.3,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,RO,2008,69.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,SI,2008,52.2,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED3_4,SK,2008,72.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,BE,2008,25.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,BG,2008,76.4,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,CY,2008,49.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,EL,2008,40.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,ES,2008,43.7,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,HU,2008,48.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,LV,2008,83.9,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,MT,2008,63.0,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,RO,2008,71.5,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,SI,2008,48.7,u
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,ED5_6,SK,2008,78.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,TOTAL,BE,2008,41.8,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,TOTAL,BG,2008,74.0,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,TOTAL,CY,2008,65.6,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,TOTAL,CZ,2008,54.1,
dataflow,ESTAT:HLTH_EHIS_DE6(1.0),A,NVR_OCC,T,Y65-74,TOTAL,EL,2008,61.1,
